0.510963	 0.583301	 0.563085	 0.340689	 0.786958	 0.593838	 0.648743	 0.372133	 0.601573	 0.580943	 0.215008	 0.168744	 0.137628	 0.026153	 0.393421	 0.219724	 0.019271	 0.120025	 0.004957	 0.005160	 0.112249	 0.138953	 0.032366	 0.110825	 0.150826	 0.067824	 0.136203	 0.264955	 0.228446	 0.135108	 0.303559	 0.120099	 0.212866	 0.266227	 0.147802	 0.183669	 0.180036	 0.120755	 0.018072	 0.101561	 0.159872	 0.153611	 0.292414	 0.120579	 0.069883	 0.000217	 0.116673	 0.155757	 0.065701	 0.015258	 0.002825	 0.057246	 0.008809	 0.033277	 0.111978	 0.041694	 0.056132	 0.079304	 0.268798	 0.231605	
0.515834	 0.656368	 0.741455	 0.745166	 0.639742	 0.684762	 0.461687	 0.455751	 0.811580	 0.656879	 0.191573	 0.129689	 0.095613	 0.095594	 0.050323	 0.124611	 0.313420	 0.044739	 0.166750	 0.056504	 0.008523	 0.162034	 0.230778	 0.093271	 0.388150	 0.289466	 0.149895	 0.103435	 0.088658	 0.150455	 0.105713	 0.104346	 0.083090	 0.160732	 0.071747	 0.075910	 0.285353	 0.108099	 0.026620	 0.120029	 0.118674	 0.135547	 0.116977	 0.068681	 0.178607	 0.224809	 0.044730	 0.163625	 0.009869	 0.093315	 0.118044	 0.052816	 0.156488	 0.101150	 0.314789	 0.117691	 0.048805	 0.109098	 0.083101	 0.022689	
0.750798	 0.580683	 0.630733	 0.643003	 0.508141	 0.540962	 0.610777	 0.866298	 0.645764	 0.522168	 0.301969	 0.141745	 0.163081	 0.175649	 0.238758	 0.335366	 0.259548	 0.153334	 0.234014	 0.084932	 0.069207	 0.046062	 0.140185	 0.030049	 0.115716	 0.208039	 0.067237	 0.075313	 0.120391	 0.008971	 0.399568	 0.356068	 0.072808	 0.167273	 0.107322	 0.018769	 0.066160	 0.031103	 0.146191	 0.082786	 0.293891	 0.106561	 0.166778	 0.231709	 0.170125	 0.083838	 0.241168	 0.218059	 0.003772	 0.102510	 0.269428	 0.132768	 0.173120	 0.018469	 0.126845	 0.066018	 0.194798	 0.132676	 0.219185	 0.184096	
0.486714	 0.724655	 0.552493	 0.631471	 0.571574	 0.726899	 0.610150	 0.657849	 0.783523	 0.846537	 0.013228	 0.276363	 0.194715	 0.036226	 0.012997	 0.286027	 0.165820	 0.186512	 0.036319	 0.033636	 0.083775	 0.151441	 0.162100	 0.017199	 0.356017	 0.230804	 0.145032	 0.010342	 0.165931	 0.231372	 0.026680	 0.369617	 0.388832	 0.030329	 0.055900	 0.144322	 0.134049	 0.019067	 0.036423	 0.344471	 0.112148	 0.106551	 0.079170	 0.144435	 0.021387	 0.181551	 0.092838	 0.134509	 0.185745	 0.104460	 0.291867	 0.228256	 0.160717	 0.159082	 0.061916	 0.331832	 0.111808	 0.170816	 0.042948	 0.084896	
0.665587	 0.456563	 0.678852	 0.751222	 0.550469	 0.553266	 0.667772	 0.442647	 0.701719	 0.640979	 0.062002	 0.146205	 0.265833	 0.056354	 0.130064	 0.161140	 0.138758	 0.016621	 0.136569	 0.022537	 0.090775	 0.046378	 0.379595	 0.228659	 0.079987	 0.116129	 0.039607	 0.054461	 0.121333	 0.223207	 0.220815	 0.064689	 0.224601	 0.144524	 0.196026	 0.319174	 0.104078	 0.214026	 0.007051	 0.037555	 0.010292	 0.205541	 0.270657	 0.000113	 0.448103	 0.047363	 0.270902	 0.187063	 0.270040	 0.284629	 0.270901	 0.074176	 0.100097	 0.178325	 0.190017	 0.031253	 0.026425	 0.394545	 0.102009	 0.104088	
0.567790	 0.570950	 0.554742	 0.801920	 0.628710	 0.566953	 0.471921	 0.651667	 0.672130	 0.529128	 0.061883	 0.069751	 0.175834	 0.301788	 0.047302	 0.037596	 0.254881	 0.358463	 0.274753	 0.151442	 0.191901	 0.098845	 0.200717	 0.054995	 0.237892	 0.247040	 0.088070	 0.344996	 0.134793	 0.031116	 0.057274	 0.127413	 0.042033	 0.294527	 0.110190	 0.019383	 0.089158	 0.068867	 0.209556	 0.070091	 0.030884	 0.140714	 0.267138	 0.232705	 0.204127	 0.184312	 0.057091	 0.245506	 0.193712	 0.075327	 0.042583	 0.036510	 0.125226	 0.153182	 0.025529	 0.048746	 0.011582	 0.103081	 0.106218	 0.164235	
0.536733	 0.738276	 0.479768	 0.678379	 0.717622	 0.316904	 0.723467	 0.584651	 0.608926	 0.779004	 0.331287	 0.105375	 0.173868	 0.074690	 0.041390	 0.011883	 0.163270	 0.006147	 0.249057	 0.149083	 0.066619	 0.069666	 0.197283	 0.148208	 0.123622	 0.140136	 0.135265	 0.038923	 0.268732	 0.307202	 0.019742	 0.164783	 0.026526	 0.046409	 0.259031	 0.105248	 0.152802	 0.318778	 0.222688	 0.087235	 0.118125	 0.003982	 0.129493	 0.157293	 0.251090	 0.045074	 0.004486	 0.119455	 0.302153	 0.241474	 0.215888	 0.042424	 0.227502	 0.359807	 0.184147	 0.365374	 0.211088	 0.011942	 0.035467	 0.317904	
0.629126	 0.825446	 0.706246	 0.842282	 0.510809	 0.438533	 0.532706	 0.474338	 0.611074	 0.592558	 0.127079	 0.101430	 0.182181	 0.019794	 0.361009	 0.266146	 0.116001	 0.077834	 0.323871	 0.052091	 0.133511	 0.156520	 0.310872	 0.036986	 0.080037	 0.029863	 0.105994	 0.088195	 0.012745	 0.394662	 0.142872	 0.254117	 0.255605	 0.346364	 0.089867	 0.093925	 0.109125	 0.325940	 0.047136	 0.056572	 0.256669	 0.055606	 0.262463	 0.316287	 0.032801	 0.343197	 0.052846	 0.066408	 0.053276	 0.125407	 0.253255	 0.275812	 0.043673	 0.003943	 0.207863	 0.160169	 0.207067	 0.083734	 0.287186	 0.113539	
0.671006	 0.653978	 0.584752	 0.616803	 0.670536	 0.549324	 0.517303	 0.705446	 0.448198	 0.586910	 0.332327	 0.048798	 0.052843	 0.160296	 0.490264	 0.204014	 0.288856	 0.136024	 0.111681	 0.207030	 0.050361	 0.022252	 0.328862	 0.181058	 0.020563	 0.113817	 0.238985	 0.065296	 0.097043	 0.031942	 0.029324	 0.148987	 0.148776	 0.086303	 0.018839	 0.002940	 0.120063	 0.142832	 0.030102	 0.129649	 0.154933	 0.169828	 0.211545	 0.151750	 0.156668	 0.134737	 0.079500	 0.127994	 0.101684	 0.269034	 0.053224	 0.128605	 0.221577	 0.028295	 0.029505	 0.000262	 0.132214	 0.049709	 0.075710	 0.079397	
0.755965	 0.762944	 0.748549	 0.514875	 0.638846	 0.757872	 0.602165	 0.740481	 0.386467	 0.494080	 0.086114	 0.178662	 0.195219	 0.087406	 0.098006	 0.296475	 0.275038	 0.105299	 0.033320	 0.204798	 0.027733	 0.013210	 0.241287	 0.242495	 0.037690	 0.107259	 0.033692	 0.026125	 0.092887	 0.154436	 0.229300	 0.250120	 0.221003	 0.038962	 0.263638	 0.283673	 0.177561	 0.025821	 0.300354	 0.149406	 0.032514	 0.400330	 0.222176	 0.026444	 0.127072	 0.105010	 0.329142	 0.124331	 0.048867	 0.214735	 0.250780	 0.053125	 0.165968	 0.282826	 0.227073	 0.219157	 0.306345	 0.017026	 0.160733	 0.246764	
