0.000019	 0.112200	 0.065008	 0.116572	 0.129423	 0.003432	 0.024962	 0.166318	 0.079683	 0.140657	 0.060864	 0.022480	 0.138180	 0.012289	 0.143498	 0.069464	 0.106037	 0.007742	 0.152464	 0.044530	 0.002249	 0.151296	 0.190324	 0.016257	 0.117599	 0.012836	 0.072681	 0.006383	 0.047783	 0.180138	 0.189289	 0.400948	 0.316943	 0.399821	 0.363566	 0.335597	 0.198716	 0.427858	 0.281109	 0.285749	 0.290502	 0.289940	 0.199739	 0.418426	 0.201545	 0.284970	 0.328191	 0.302643	 0.447930	 0.236216	 0.062169	 0.054780	 0.157929	 0.011532	 0.019121	 0.084515	 0.088028	 0.040098	 0.177369	 0.242211	
0.115821	 0.091108	 0.032829	 0.023852	 0.176188	 0.077489	 0.051562	 0.036550	 0.111627	 0.006775	 0.003368	 0.033155	 0.084684	 0.084938	 0.115016	 0.083224	 0.016348	 0.112485	 0.044350	 0.029594	 0.134221	 0.058087	 0.077878	 0.023859	 0.089519	 0.278390	 0.076463	 0.197377	 0.141212	 0.096543	 0.419917	 0.285666	 0.344539	 0.231413	 0.298203	 0.351914	 0.309626	 0.559197	 0.359071	 0.255653	 0.353648	 0.409343	 0.328632	 0.365841	 0.214486	 0.449228	 0.465036	 0.535245	 0.306314	 0.318455	 0.174285	 0.148692	 0.106239	 0.182055	 0.009942	 0.088440	 0.048172	 0.011124	 0.124138	 0.026246	
0.055800	 0.182484	 0.168188	 0.205884	 0.092794	 0.020974	 0.141972	 0.013096	 0.031640	 0.045191	 0.140511	 0.173875	 0.012412	 0.060110	 0.053773	 0.013862	 0.089712	 0.093874	 0.099463	 0.074891	 0.023389	 0.088434	 0.134864	 0.044233	 0.029674	 0.201025	 0.044229	 0.008209	 0.059209	 0.023035	 0.377942	 0.329106	 0.217554	 0.350234	 0.197517	 0.152980	 0.183265	 0.458152	 0.331281	 0.237845	 0.347122	 0.181673	 0.274689	 0.317343	 0.088547	 0.258188	 0.300580	 0.366056	 0.260558	 0.242463	 0.030944	 0.115737	 0.071301	 0.045955	 0.182872	 0.164698	 0.035668	 0.049437	 0.023994	 0.010121	
0.086280	 0.024183	 0.022234	 0.092733	 0.252337	 0.003649	 0.104722	 0.081998	 0.045218	 0.011752	 0.067462	 0.091363	 0.023133	 0.022767	 0.185525	 0.036635	 0.028474	 0.134822	 0.008971	 0.214801	 0.169162	 0.153741	 0.101686	 0.140856	 0.102393	 0.005620	 0.106439	 0.116815	 0.012922	 0.071275	 0.214397	 0.314868	 0.422706	 0.420008	 0.351265	 0.427313	 0.285849	 0.413336	 0.205423	 0.466927	 0.188953	 0.314532	 0.360461	 0.268318	 0.298308	 0.351144	 0.365988	 0.314773	 0.487833	 0.387014	 0.062021	 0.027912	 0.073983	 0.003055	 0.025755	 0.113071	 0.177772	 0.072232	 0.154802	 0.056413	
0.056860	 0.045028	 0.019188	 0.099692	 0.056427	 0.079052	 0.148856	 0.159663	 0.111172	 0.148872	 0.019639	 0.052400	 0.254835	 0.124080	 0.040619	 0.217366	 0.064505	 0.148929	 0.137868	 0.178183	 0.044570	 0.179081	 0.013434	 0.076284	 0.096911	 0.046429	 0.043025	 0.062227	 0.207710	 0.007743	 0.414790	 0.489388	 0.232039	 0.483067	 0.371584	 0.226236	 0.358775	 0.209998	 0.283954	 0.367729	 0.378469	 0.240401	 0.348196	 0.297773	 0.456116	 0.395958	 0.238913	 0.498405	 0.333936	 0.267139	 0.054356	 0.217290	 0.022363	 0.113554	 0.073991	 0.205505	 0.024071	 0.078919	 0.053907	 0.013495	
0.092140	 0.086876	 0.006437	 0.044928	 0.160119	 0.029595	 0.211731	 0.200164	 0.227074	 0.026074	 0.152482	 0.068517	 0.010770	 0.006150	 0.069937	 0.010156	 0.148209	 0.004941	 0.040713	 0.148867	 0.090839	 0.007465	 0.316671	 0.035992	 0.113512	 0.123748	 0.037635	 0.171744	 0.022265	 0.048031	 0.218680	 0.225663	 0.435871	 0.403873	 0.396255	 0.351556	 0.400501	 0.312200	 0.474779	 0.309899	 0.276783	 0.348969	 0.341222	 0.411977	 0.209694	 0.448386	 0.549228	 0.321024	 0.351039	 0.386847	 0.080869	 0.015737	 0.148325	 0.066005	 0.043857	 0.035883	 0.006127	 0.214091	 0.019958	 0.171490	
0.100917	 0.024227	 0.060764	 0.049177	 0.196417	 0.010097	 0.058986	 0.003611	 0.100365	 0.033778	 0.086179	 0.118360	 0.289804	 0.016947	 0.106179	 0.038258	 0.087611	 0.031514	 0.148610	 0.124267	 0.217114	 0.017738	 0.128226	 0.218316	 0.070271	 0.078070	 0.007285	 0.088186	 0.033051	 0.002674	 0.353498	 0.228736	 0.253790	 0.211414	 0.305409	 0.173009	 0.335293	 0.466027	 0.267129	 0.247783	 0.453535	 0.392640	 0.376112	 0.370016	 0.222488	 0.265849	 0.388313	 0.073881	 0.306117	 0.348649	 0.066245	 0.072202	 0.001542	 0.164617	 0.019069	 0.120217	 0.016180	 0.136245	 0.045213	 0.069466	
0.112689	 0.004802	 0.017109	 0.055931	 0.013800	 0.069401	 0.080415	 0.068845	 0.045181	 0.061582	 0.135571	 0.121014	 0.059503	 0.110385	 0.092310	 0.018845	 0.145308	 0.132873	 0.060139	 0.076266	 0.006648	 0.072403	 0.017619	 0.361867	 0.141842	 0.160796	 0.117397	 0.033439	 0.057310	 0.122924	 0.343718	 0.360440	 0.146945	 0.496843	 0.323233	 0.387005	 0.303987	 0.378443	 0.227688	 0.198793	 0.222251	 0.230667	 0.273418	 0.419511	 0.565457	 0.404791	 0.518402	 0.412709	 0.293675	 0.251920	 0.235376	 0.103455	 0.143206	 0.196802	 0.094245	 0.164618	 0.021000	 0.035666	 0.105058	 0.020859	
0.067976	 0.145377	 0.150926	 0.017327	 0.069223	 0.188940	 0.019997	 0.050078	 0.144153	 0.088214	 0.154024	 0.194161	 0.245762	 0.015447	 0.091383	 0.098307	 0.159629	 0.137382	 0.101231	 0.134984	 0.047897	 0.047578	 0.030398	 0.095945	 0.086308	 0.103209	 0.199936	 0.226742	 0.057510	 0.265213	 0.441167	 0.435367	 0.306309	 0.371534	 0.396129	 0.124653	 0.302195	 0.134237	 0.359035	 0.350992	 0.556427	 0.220154	 0.149569	 0.213422	 0.417462	 0.177306	 0.355648	 0.406410	 0.240868	 0.500975	 0.098035	 0.164467	 0.248065	 0.020397	 0.091398	 0.003533	 0.023082	 0.029554	 0.313579	 0.132970	
0.147474	 0.084895	 0.018499	 0.070460	 0.062116	 0.123489	 0.155123	 0.047092	 0.261625	 0.013582	 0.087564	 0.117920	 0.092707	 0.269721	 0.016868	 0.035996	 0.005437	 0.143227	 0.006402	 0.132184	 0.105334	 0.080372	 0.013531	 0.025249	 0.062400	 0.039691	 0.071379	 0.106219	 0.040368	 0.097336	 0.424651	 0.410250	 0.247168	 0.315761	 0.334260	 0.417405	 0.273545	 0.518350	 0.374149	 0.337179	 0.236694	 0.207501	 0.424311	 0.009275	 0.356139	 0.499571	 0.268097	 0.240377	 0.307036	 0.237958	 0.122966	 0.020710	 0.090803	 0.118965	 0.096087	 0.092974	 0.021455	 0.187540	 0.064243	 0.140566	
