1.3439,1.1122,2.8561,1.1249,2.3104,1.3423,2.3936,2.4492,1.3171,2.8705,3.8429,3.1088,2.5433,2.2115,2.1802,4.0289,2.655,2.9762,4.0371,4.2175,3.4287,4.1891,3.8573,4.0948,2.2131,2.5573,2.8009,2.021,3.0887,3.7612,6.8111,6.0652,5.5729,6.9555,6.9224,6.0999,5.0789,7.0087,5.6928,6.9331,3.3302,4.1033,2.3266,3.0285,2.4993,4.1229,2.7019,3.4968,3.9977,2.0202
3.1506,1.3232,2.5571,1.5785,2.7286,2.8537,1.734,3.0597,2.9776,1.718,2.488,4.2103,2.7664,4.0328,2.0968,2.2109,3.57,2.6808,3.2308,3.5162,3.5712,4.1817,2.2832,3.2886,4.1641,2.6375,3.8021,3.8745,3.9138,2.2818,6.4262,6.3479,5.364,6.3411,5.5187,6.0421,5.6026,5.4996,6.523,5.9672,3.1966,3.194,2.7296,3.8643,3.0043,4.0175,3.6061,3.8984,3.3902,3.5738
2.9594,2.6309,1.7458,1.9837,1.8776,2.6529,1.6202,2.997,1.0442,2.6608,2.2228,3.6501,3.2196,2.4643,3.0983,2.4055,2.536,2.5512,3.3334,2.9581,3.9251,2.6474,3.1477,2.1793,3.3866,3.184,3.2051,3.0763,3.3739,3.1739,7.0081,6.3226,6.3993,5.5772,5.3759,5.0933,7.2277,6.5055,7.0886,5.2075,2.7459,3.5008,2.0644,3.8234,3.1952,2.4352,4.1123,2.1464,2.8903,3.7461
2.0926,2.0784,2.2974,1.6357,2.3535,1.2211,1.9713,3.2298,1.7663,2.4859,3.3853,2.6948,2.1511,2.8543,2.9986,4.1166,4.1455,4.1485,2.177,3.4642,2.849,2.7568,3.6009,2.9253,2.3488,3.2518,3.3194,3.0477,2.2625,4.0113,6.3904,5.5037,5.5607,5.8015,5.0598,6.3797,5.9994,6.8309,7.1184,5.3081,3.9111,3.3585,3.5531,2.7244,4.2146,3.6412,2.1963,2.8067,2.7962,3.263
1.9103,1.7559,1.6436,2.5178,1.5533,2.835,1.7833,1.163,1.5329,1.6466,2.2321,3.3426,2.9178,3.4764,3.0885,2.2255,2.683,2.4984,3.2894,3.3165,3.5924,4.2281,2.5549,2.4044,2.8908,2.9283,2.5168,4.0316,3.357,2.2439,5.9271,6.4947,5.588,6.9846,5.721,6.2925,5.3416,7.1219,6.3396,5.5411,2.594,3.679,4.1438,3.0324,3.604,2.391,2.6251,2.577,3.4458,2.0521
1.283,1.5294,1.5903,3.1233,1.6489,1.5078,2.9627,1.2898,3.2016,1.7544,3.7868,3.7479,2.5311,3.6958,2.3709,2.8677,2.3464,2.8846,4.0084,3.666,3.1706,3.7642,3.1894,4.2263,3.9733,4.0252,2.228,2.9328,2.3671,3.4189,6.448,5.3501,6.8871,7.0136,6.2414,5.6682,6.9817,6.955,7.1217,5.4987,4.0884,4.1943,3.6302,3.507,4.1915,2.2351,3.3331,2.9673,3.6392,2.0169
3.0693,2.0082,1.5812,2.7306,1.0432,1.2391,1.0138,3.1949,2.8931,3.0318,4.019,2.2494,3.0934,2.387,2.8065,2.6467,3.2422,2.5021,3.036,3.433,2.8128,3.7775,2.8546,3.1636,3.2053,2.6823,3.4415,3.2167,2.8922,2.1808,6.094,6.7313,5.8887,6.0017,6.8437,5.9742,5.0702,5.8804,5.9034,6.9403,2.8717,3.6271,3.6474,3.331,2.1202,2.7024,3.8524,2.6844,3.6361,4.2114
1.0125,1.4147,2.514,2.4225,1.7766,2.482,2.5573,1.2018,2.7766,1.0721,2.6988,3.2954,3.8024,3.1569,3.9694,2.1634,3.7677,2.6038,2.8908,3.1263,2.972,3.414,3.7928,3.9796,3.2157,3.4529,4.1917,3.563,3.1904,2.9195,5.2096,5.4764,5.2338,5.6012,6.7984,5.3055,5.2595,7.0951,5.0918,6.7088,3.5274,3.917,2.3904,2.3005,3.4241,2.7799,3.7489,4.1614,4.1425,2.4509
1.4168,1.7251,2.1624,2.6851,1.3171,3.1345,1.7559,2.5343,3.0131,2.5571,2.6297,3.9462,2.8449,4.2256,3.6644,2.4352,2.9925,2.9357,2.2336,4.0975,3.5375,3.8145,3.5001,3.4495,2.9894,2.6457,2.2275,2.1768,3.957,3.5935,6.4251,5.3782,5.4335,6.2384,5.0546,5.6702,5.5609,5.9769,5.657,5.7708,2.6149,4.2178,2.7947,2.0436,4.1475,2.8921,3.246,2.2905,2.1028,3.841
1.7246,1.5903,1.1716,2.6699,1.9202,2.8214,1.682,3.0772,2.7444,1.4668,2.0152,3.5424,3.1582,3.5823,2.9319,2.9335,4.2267,4.231,3.4584,3.3536,2.5073,3.002,4.1977,3.0426,2.4109,2.5708,2.4201,3.1391,3.4737,2.2246,7.1248,6.6228,5.8119,5.3999,5.8307,6.7025,6.6987,5.3634,5.0714,5.8604,2.0625,3.6982,3.285,2.2798,2.6036,2.6349,2.0811,2.4862,2.9489,2.8071
3.0314,2.0154,3.626,4.008,2.8265,2.7211,3.7348,2.4728,3.8864,3.8559,2.8509,2.5538,1.8091,1.8807,3.1837,1.8364,1.9802,2.1383,1.8465,2.8067,3.3734,3.9043,3.7954,4.1648,4.0156,3.8022,4.0264,4.1017,2.0043,4.0025,3.8261,3.3538,3.421,2.8738,2.5375,3.3801,2.7321,3.9827,3.0831,3.7683,6.1841,6.3204,6.7116,6.5883,6.6303,5.2879,6.4956,5.0154,6.0116,7.0921
2.2461,2.1766,3.7146,4.0823,2.3818,3.0968,3.3393,2.5556,2.8447,3.3184,2.3489,1.6941,3.1289,1.7533,1.9548,2.9337,2.3496,2.4938,1.9453,1.8068,2.6111,4.1772,2.785,3.6185,2.158,2.5558,3.1513,2.9328,3.3759,2.5967,3.5776,3.7691,3.9929,3.3147,4.1495,2.4335,2.2213,3.9192,2.1397,2.1144,5.0123,5.6427,6.7695,6.7954,5.454,6.5577,6.0808,5.1407,6.764,5.7274
