2.2383,2.8948,1.4863,3.01,2.7232,1.3635,2.8252,3.0397,1.5197,1.6246,2.9686,2.7244,2.0615,2.5116,2.9491,2.6827,2.8512,2.8273,4.1423,4.1241,6.9691,6.4364,6.6881,6.1525,5.6384,6.4648,7.0958,5.2413,6.6243,5.7134,6.4101,5.2271,5.7435,5.3395,5.5977,5.4961,6.4063,6.3682,6.6288,5.6344,3.5505,3.5006,2.7345,3.0926,3.3544,2.0466,3.6508,3.6328,3.4729,3.5911
2.8837,1.1038,2.7385,1.2225,3.0399,2.7104,2.1929,1.2123,2.5988,1.6243,2.7568,3.809,3.3723,2.2391,2.5553,2.1979,2.2338,3.1019,3.6168,2.3878,6.3843,5.4015,5.1261,6.0486,7.1222,6.0354,5.5716,7.174,7.1682,6.4692,6.148,6.0606,6.969,6.9138,6.7649,6.673,6.4676,7.0451,5.9286,6.1977,3.8363,3.1716,3.2036,3.5599,3.4463,3.6295,2.614,3.777,2.6461,3.9661
1.1094,2.1708,1.7996,1.2033,1.6947,3.1987,2.2541,2.9027,2.7231,2.529,3.0167,2.4896,2.9472,2.208,4.0929,2.9426,3.3184,2.4486,3.9338,2.002,6.9989,5.6336,6.5823,5.3447,6.3586,6.2462,7.0391,6.2753,6.7042,6.1301,6.2432,5.3903,6.1753,6.3384,6.3788,5.5772,5.7332,6.9769,5.2653,5.1346,3.918,3.3591,3.8734,3.1551,2.1547,2.8911,2.5323,3.2825,2.3199,3.3449
2.6967,1.5203,1.0566,1.0766,1.4578,1.3201,1.7749,2.1677,2.3179,2.8141,3.7217,2.7343,3.4429,2.4217,3.7936,2.8218,2.3272,2.643,3.17,3.9643,5.4675,5.3038,5.4117,5.481,6.7363,6.6615,6.2457,6.0819,6.1741,5.3521,7.208,5.7276,5.5978,5.4422,6.535,5.4452,6.0633,5.5485,6.3333,6.5148,2.2473,3.7001,2.5433,2.6378,2.4887,3.5367,3.6993,2.8088,2.689,3.0397
2.5116,3.0198,2.8644,1.7249,1.163,2.8508,2.2315,1.0366,2.952,1.1705,3.6898,3.0331,2.6845,3.5283,3.7031,3.9063,2.842,2.6543,2.118,3.9019,5.5776,6.26,7.224,6.4427,5.1419,6.1501,6.6517,6.4422,5.9991,5.6822,6.4018,5.2468,5.3761,6.7833,6.5595,6.9488,5.0363,7.1426,5.0105,7.0636,3.5764,2.3664,2.0436,2.0211,3.7441,2.1634,4.1468,2.3608,2.7769,3.8233
2.9553,2.2103,1.8121,1.3713,2.313,2.9703,1.0472,1.2888,2.0152,1.8259,4.2191,2.7878,2.6502,3.2108,2.1381,4.2001,4.0937,2.9612,4.1467,2.7522,5.0092,5.3226,6.1554,6.3554,6.3219,5.2701,6.5302,5.4879,6.4274,5.235,6.9052,5.9576,5.1006,6.7606,7.0841,5.0608,5.4473,6.0114,7.1007,6.0434,3.2336,3.1054,3.3584,2.6551,3.4067,3.695,2.3716,3.982,2.312,2.7203
1.74,1.2207,2.7633,3.2318,2.213,1.1575,2.6475,2.3264,3.2001,2.8028,2.4541,2.1644,2.9627,3.1659,4.0273,2.1204,3.5661,3.0691,3.5031,2.2199,5.2023,6.9142,6.2033,5.4077,7.0119,5.5995,5.3124,6.5539,5.6868,6.9468,6.0962,6.6077,5.3819,5.2137,5.2687,5.0813,6.9197,6.9869,6.546,5.8247,3.1642,3.7099,3.2048,3.4903,2.1579,2.1134,2.8466,4.0169,2.4835,2.8416
2.1594,2.9165,2.967,1.9291,2.4402,2.0685,2.8648,2.614,1.5813,3.1429,2.8395,3.1296,3.2305,4.106,3.466,2.7986,2.5432,4.0838,2.1464,3.4045,6.3323,5.068,5.6071,6.9402,6.1399,7.068,7.1768,5.5495,5.9915,6.5182,5.0446,6.7164,7.0701,5.3834,6.357,5.9794,5.151,6.0394,5.6078,7.0514,2.7015,2.6726,2.5061,2.3468,3.4696,3.4365,2.2165,3.6962,3.2429,2.3086
2.0151,1.0956,2.5127,2.6867,2.3372,2.6519,2.8701,1.0828,2.5444,3.2221,3.5846,2.6131,2.2738,3.4255,4.1197,4.234,3.6594,3.8699,4.1894,2.8954,5.6693,6.9014,5.8458,6.18,6.1915,6.3179,5.9493,6.4168,6.4876,6.8489,5.5452,7.0732,5.2429,6.3479,6.0954,5.1469,5.6949,6.3086,6.6854,5.0259,2.3609,3.8758,4.0571,2.5044,3.162,3.1198,4.0897,2.809,2.1145,3.4615
1.4014,1.3176,2.2192,2.5503,2.0063,2.6407,1.0741,1.3939,2.3344,1.9516,2.3656,3.2693,2.2916,3.6067,3.2192,2.928,2.7304,2.6484,2.6593,4.0752,6.7339,5.5206,6.1452,7.1791,6.7857,6.2057,5.1704,7.1469,6.8387,7.1155,6.23,6.6926,6.8652,5.7269,6.1844,7.19,6.8484,5.0261,6.4721,7.0778,2.7149,3.5201,4.0929,3.9624,4.1187,3.1853,3.7954,3.1096,2.9332,2.057
